STOCK REGISTER REPORT (15-02-2026),,,,,,,,
SNo,Product Name,Barcode,Product Code,Category,Subcategory,stock,Avg Cost,Value
1472,ALMARAI VETAL,40300,6281007035019,UNAVAILABLE,UNAVAILABLE,-16 Nos,0.250,-4.000
1473,VANILA ICE MILK,41390,6291053050010,UNAVAILABLE,UNAVAILABLE,-25 Nos,0.150,-3.750
1474,APPLE PAST,38411,9501100306869,UNAVAILABLE,UNAVAILABLE,-678 Nos,0.200,-135.600
1475,DAHABI CC PASTRY,38286,9501100306876,UNAVAILABLE,UNAVAILABLE,-184 Nos,0.200,-36.800
1476,MUFFIN CHOCO,9501100305350,9501100305350,UNAVAILABLE,UNAVAILABLE,-596 Nos,0.200,-119.200
1477,SUNPORT LIGHTER 130G,40326,6085010046518,UNAVAILABLE,UNAVAILABLE,-34 Nos,0.700,-23.800
1478,NIVEA DEO ROLL ON AQUA COOL MEN,32147,4005808828869,UNAVAILABLE,UNAVAILABLE,-8 Nos,1.550,-12.400
1479,STREPSILS ORANGE WITH VITAMIN,40331,5000167019346,UNAVAILABLE,UNAVAILABLE,-57 Nos,1.800,-102.600
1480,MAZOON MANGO 1.5L,41696,6073000051697,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.250,-3.750
1481,BEHTAK RED FRUITS 200ML,41742,6261640506084,UNAVAILABLE,UNAVAILABLE,-18 Nos,0.100,-1.800
1482,DETTOLWIPES,40335,6295120012468,UNAVAILABLE,UNAVAILABLE,-76 Nos,1.200,-91.200
1483,303 S.WHITE,40536,6291106807608,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.350,-9.450
1484,AL MARAI COOKIN CREAM FULL FAT,40744,6281007031202,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.700,-5.100
1485,NIVEA DEO BALSAM F-DRY  150ML,32105,4005808816033,UNAVAILABLE,UNAVAILABLE,-22 Nos,1.700,-37.400
1486,POPPINS HONEY FLAKES,37688,5283003364118,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.900,-1.900
1487,DANISHPASTRY,6291100602438,6291100602438,UNAVAILABLE,UNAVAILABLE,-65 Nos,0.150,-9.750
1488,DORITTOS NACHO CHEESE,20368,6281036567109,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.900,-37.800
1489,PYARY AYURVEDIC SOAP,31616,8908000105010,UNAVAILABLE,UNAVAILABLE,-214 Nos,0.300,-64.200
1490,LUX ROSE 120G,40179,6281006484825,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.350,-3.850
1491,LIGHTER,38793,6739225235815,UNAVAILABLE,UNAVAILABLE,-694 Nos,0.100,-69.400
1492,NABIL SWEET N SALT CRACKER,9501025443113,9501025443113,UNAVAILABLE,UNAVAILABLE,-86 Nos,0.075,-6.450
1493,FANTA STRAWBERRY 250,39342,50112142,UNAVAILABLE,UNAVAILABLE,-32 Nos,0.300,-9.600
1494,OREO CAKE,40192,7622210785114,UNAVAILABLE,UNAVAILABLE,-40 Nos,0.200,-8.000
1495,FETA CHEES FUU CREAM 400G,38626,6281007031257,UNAVAILABLE,UNAVAILABLE,-11 Nos,1.400,-15.400
1496,FETA CHEESE LOW FAT,38771,6281007031264,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.400,-5.600
1497,7DAYS BAKE ROLLS PIZZA,40196,6281007048873,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.400,-1.200
1498,AL MUDH POTATO STICKS 75G,40198,9501033115323,UNAVAILABLE,UNAVAILABLE,-72 Nos,0.400,-28.800
1499,DATE BARS,776992132059,776992132059,UNAVAILABLE,UNAVAILABLE,-477 Nos,0.075,-35.775
1500,BBQ GRILL,40745,6900000058282,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.950,-7.800
1501,AL AMIR COAL BOX,35755,8716294330809,UNAVAILABLE,UNAVAILABLE,-16 Nos,1.600,-25.600
1502,RELISH COFFE&OATS COOKIES 12PACKS,39969,9501025175212,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.500,-4.500
1503,FINE TISSUE 100_2PLY,40216,6251001210088,UNAVAILABLE,UNAVAILABLE,-33 Nos,0.400,-13.200
1504,GOTCHA CHOCLAIT FLV,40218,6291003013126,UNAVAILABLE,UNAVAILABLE,-145 Nos,0.100,-14.500
1505,GOTCHA MILK FLV,40219,6291003013140,UNAVAILABLE,UNAVAILABLE,-174 Nos,0.100,-17.400
1506,MAI DUBAI 330X24,38734,6297000611150,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.000,0.000
1507,TAKIS 56G,40221,757528005276,UNAVAILABLE,UNAVAILABLE,-44 Nos,0.600,-26.400
1508,MISYAL 500ML,40246,742832531627,UNAVAILABLE,UNAVAILABLE,-562 Nos,0.100,-56.200
1509,RELISH G H O,40291,9501025175717,UNAVAILABLE,UNAVAILABLE,-78 Nos,0.150,-11.700
1510,DAHABI DATE MAAMOUL 16 PIECES,39918,9501100308016,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.000,-1.000
1511,MISYAL 1500ML,40245,742832531634,UNAVAILABLE,UNAVAILABLE,-86 Nos,0.200,-17.200
1512,THUMS UP 330ML,11455,5449000028778,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.300,-12.600
1513,IGLOO LABAN ICE CREAM,41634,6291003604256,UNAVAILABLE,UNAVAILABLE,"-1,142 Nos",0.150,-171.300
1514,FUEL CAN 5L,41473,5152900000019,UNAVAILABLE,UNAVAILABLE,-32 Nos,3.800,-121.600
1515,BYKIT BLACK,39788,6261715203344,UNAVAILABLE,UNAVAILABLE,-37 Nos,0.250,-9.250
1516,MAZOON MIX BERRY 1.5L,41591,6291108091135,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.350,-4.050
1517,QUAKER OATS 500G,38794,6290400030095,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.850,-5.100
1518,MAZOON MILK 500LF,41592,6073000051543,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.350,-1.750
1519,DAHABI ALL PURPOSE FLOUR 1.5KG,24443,9501100300010,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.700,-1.400
1520,FA SOAP YOGHURT,6281031091708,6281031091708,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.400,-0.400
1521,TASBEERA ZATAR CROISSANT,20900,6281100086116,UNAVAILABLE,UNAVAILABLE,-457 Nos,0.250,-114.250
1522,GLAZE HARD,39964,6958404362313,UNAVAILABLE,UNAVAILABLE,-52 Nos,0.600,-31.200
1523,LOACKER BITE SIZE WAFER 125G,40157,8000380005918,UNAVAILABLE,UNAVAILABLE,-89 Nos,1.200,-106.800
1524,LOACKER CHOCLATE 125G,40158,8000380005963,UNAVAILABLE,UNAVAILABLE,-85 Nos,1.200,-102.000
1525,FINNS SALT,6291003015908,6291003015908,UNAVAILABLE,UNAVAILABLE,-416 Nos,0.075,-31.200
1526,VATIKA ROCK HARD 250 ML,39175,6291069702644,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.000,-1.000
1527,GATSBY 150 ML,39180,4902806002362,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.600,-6.000
1528,ENCHANTEUR ENTICING 125 GM,11509,8888202035233,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.800,-3.200
1529,HALA CHIPES,38763,9501100014924,UNAVAILABLE,UNAVAILABLE,-763 Nos,0.075,-57.225
1530,RC Q ORANGE 180 ML,39187,6270200100006,UNAVAILABLE,UNAVAILABLE,-46 Nos,0.225,-10.350
1531,TODAY MILK CHOCOLATE WITH HAZELNUTS,38927,6251100004205,UNAVAILABLE,UNAVAILABLE,-49 Nos,0.350,-17.150
1532,SALSABEEL WATER 6LTR,34848,9501071400702,UNAVAILABLE,UNAVAILABLE,-285 Nos,0.600,-171.000
1533,NIVEA MEN FRESH PWER,39506,4005808532452,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.500,-4.500
1534,DAIRY MILK CHOCOLATE,38050,7622210292742,UNAVAILABLE,UNAVAILABLE,-55 Nos,0.350,-19.250
1535,CUP CAKE RED VELVET,39427,6291053801551,UNAVAILABLE,UNAVAILABLE,-48 Nos,0.950,-45.600
1536,LIPTON LABEL 100 PS,39614,6281006860896,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.900,-11.400
1537,BUTTER COOKIES 454GM,24910,6281033213047,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.600,-4.800
1538,AMR SUPER ROLLS STR,15896,6281033409020,UNAVAILABLE,UNAVAILABLE,-60 Nos,0.158,-9.450
1539,AMR SUPER ROLL VNL,19619,6281033409013,UNAVAILABLE,UNAVAILABLE,-43 Nos,0.158,-6.773
1540,SUPER ROLL CHOCOLATE,36032,6281033409068,UNAVAILABLE,UNAVAILABLE,-32 Nos,0.158,-5.040
1541,PAPER CUPS 50PS MEDIAM,2010001870418,2010001870418,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.500,-3.000
1542,TODAY CHOCO COCKTAIL NUTS 42G,38903,6251100004076,UNAVAILABLE,UNAVAILABLE,-25 Nos,0.350,-8.750
1543,AL AIN WATER 500ML,17975,6291100850044,UNAVAILABLE,UNAVAILABLE,"-15,701 Nos",0.100,"-1,570.100"
1544,KITCO SALT VINE,38274,6271001390450,UNAVAILABLE,UNAVAILABLE,-33 Nos,0.350,-11.550
1545,KITCO HOT SPICY,38271,6271001300503,UNAVAILABLE,UNAVAILABLE,-79 Nos,0.350,-27.650
1546,BANANA FLAV. CREAM BISCUITS 75GMS,28728,9501025109217,UNAVAILABLE,UNAVAILABLE,-179 Nos,0.150,-26.850
1547,DUREX EXTRA DOT,41068,8901396705109,UNAVAILABLE,UNAVAILABLE,-28 Nos,1.900,-53.200
1548,HERSHEYS MILK CHOCO 40G,41035,753854500102,UNAVAILABLE,UNAVAILABLE,-145 Nos,0.400,-58.000
1549,BAKE ONE SMALL CAKE,41656,9501100804068,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.075,-0.750
1550,LAYS MAX CHEESE 50G,26874,6281036134202,UNAVAILABLE,UNAVAILABLE,-46 Nos,0.350,-16.100
1551,MENTOS STRAWPERRY,39499,8990800015286,UNAVAILABLE,UNAVAILABLE,-20 Nos,0.200,-4.000
1552,MENTOS MINT,39500,8990800015224,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.200,-4.600
1553,AL MUDHISH RIPPLES HOT SAUCE 75G,40209,9501033115378,UNAVAILABLE,UNAVAILABLE,-85 Nos,0.400,-34.000
1554,DMA F/PACK  DATEBARS,33875,776992932055,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.850,-1.700
1555,DIARY MILK BUBBLI,36400,7622210077660,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.350,-12.600
1556,DUREX EXTRA RIBBED,41069,8901396704706,UNAVAILABLE,UNAVAILABLE,-43 Nos,1.900,-81.700
1557,DORITOS NACHO CH,39420,6281036560100,UNAVAILABLE,UNAVAILABLE,-177 Nos,0.150,-26.550
1558,ALMINA CHECKEN SANDWICH,38745,9247140841112,UNAVAILABLE,UNAVAILABLE,-29 Nos,0.350,-10.150
1559,SENSODYNE EXTRA FRESH 50ML,15511,018653005358,UNAVAILABLE,UNAVAILABLE,-62 Nos,1.400,-86.800
1560,AL AIN WATER 1.5LT,19955,6291100850068,UNAVAILABLE,UNAVAILABLE,"-3,022 Nos",0.200,-604.400
1561,7DAYS DUBLE CROSSANT 9PIECS,41428,6281007059220,UNAVAILABLE,UNAVAILABLE,-48 Nos,0.450,-21.600
1562,AL MARAI UP LABAN DRINK 180ML,38749,6281007033534,UNAVAILABLE,UNAVAILABLE,-855 Nos,0.175,-149.625
1563,SALT & VINE LAYS 185G,25830,6281036108302,UNAVAILABLE,UNAVAILABLE,-81 Nos,0.850,-68.850
1564,AMADA MOOD MILK CHOCOLATE  135 G,39498,8699141057053,UNAVAILABLE,UNAVAILABLE,-85 Nos,0.800,-68.000
1565,BURGER,39295,9247140841143,UNAVAILABLE,UNAVAILABLE,"-6,046 Nos",0.350,"-2,116.100"
1566,YUPI RES,34703,8992741904339,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.075,-3.150
1567,AMERICANA COOKIES 6X44 GM,25360,6281033414116,UNAVAILABLE,UNAVAILABLE,-269 Nos,0.150,-40.350
1568,TWIN CAKES,6291100607518,6291100607518,UNAVAILABLE,UNAVAILABLE,-45 Nos,0.150,-6.750
1569,TWIN CAKES VANILA,39304,6291100608935,UNAVAILABLE,UNAVAILABLE,-44 Nos,0.150,-6.600
1570,DIGESTIVE SUGER FREE 6 PACKS,39540,9501025158918,UNAVAILABLE,UNAVAILABLE,-40 Nos,0.800,-32.000
1571,PRINGLES ORIGINAL 165G,38143,5053990101573,UNAVAILABLE,UNAVAILABLE,-262 Nos,1.050,-275.100
1572,FENIX LIGHTER,39489,6943065800021,UNAVAILABLE,UNAVAILABLE,-957 Nos,0.200,-191.400
1573,GOLDENTORCHCOAL 80 PCS,39494,6291104943018,UNAVAILABLE,UNAVAILABLE,-20 Nos,1.600,-32.000
1574,KINDER COUNTRY           6X40,32490,80177180,UNAVAILABLE,UNAVAILABLE,-46 Nos,0.250,-11.500
1575,ALAIN 1.5L 6 PACK,39496,6291100850211,UNAVAILABLE,UNAVAILABLE,-113 Nos,0.800,-90.400
1576,SALSABEEL 250ML*30,39497,9501071000537,UNAVAILABLE,UNAVAILABLE,-115 Nos,1.100,-126.500
1577,NIVEA ROLL ON FRESH-MEN,32145,4005808828081,UNAVAILABLE,UNAVAILABLE,-19 Nos,1.500,-28.500
1578,LAFZ RAJUL WASIM,41613,8904406199325,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.800,-3.600
1579,NIVEA MEN MUSK SENT,37699,4005808944927,UNAVAILABLE,UNAVAILABLE,-31 Nos,1.700,-52.700
1580,NIVEA MEN INVISIBLE 150ML,39686,4005900371522,UNAVAILABLE,UNAVAILABLE,-16 Nos,1.700,-27.200
1581,CHUNKOS,39697,6291003013003,UNAVAILABLE,UNAVAILABLE,-329 Nos,0.100,-32.900
1582,DAHABI DATE MAAMOUL PIC,39919,9501100308009,UNAVAILABLE,UNAVAILABLE,-52 Nos,0.075,-3.900
1583,MUMTAZ TEA BAG 50S,12223,9501100077882,UNAVAILABLE,UNAVAILABLE,-25 Nos,0.800,-20.000
1584,HIP LIGHTER FUILED 500ML,39167,2019931604414,UNAVAILABLE,UNAVAILABLE,-9 Nos,1.150,-10.350
1585,PRAN JHAL CHANACHUR 85GM,11349,831730003500,UNAVAILABLE,UNAVAILABLE,-132 Nos,0.150,-19.800
1586,PAMPERS NO 4  16 PCS,39701,4015400751403,UNAVAILABLE,UNAVAILABLE,-8 Nos,1.800,-14.400
1587,MANI CASUE NUT 15G,39868,6294008140255,UNAVAILABLE,UNAVAILABLE,-262 Nos,0.200,-52.400
1588,NIVEA PROTECT CARE,38721,4005900242174,UNAVAILABLE,UNAVAILABLE,-12 Nos,1.500,-18.000
1589,DETTOL WIPES,38722,6295120012451,UNAVAILABLE,UNAVAILABLE,-35 Nos,1.200,-42.000
1590,N DEO B/W POWER MEN 50ML,25669,4005900036162,UNAVAILABLE,UNAVAILABLE,-14 Nos,1.550,-21.700
1591,NABIL MARIE 56G,12149,9501025051011,UNAVAILABLE,UNAVAILABLE,-192 Nos,0.075,-14.400
1592,DABBY MIXED PIKLES,37453,8906001056409,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.000,0.000
1593,TASBEERA CHEESE CROISSANT,12059,6281100084044,UNAVAILABLE,UNAVAILABLE,-862 Nos,0.250,-215.500
1594,BARKA EGG BROWN 1X6,12066,6291027321016,UNAVAILABLE,UNAVAILABLE,-200 Nos,0.700,-140.000
1595,ALTECO  SUPER GLUE 3GM,8888299758404,8888299758404,UNAVAILABLE,UNAVAILABLE,-835 Nos,0.210,-175.350
1596,JUMBO CROI CHOCLAIT,6291100603633,6291100603633,UNAVAILABLE,UNAVAILABLE,-317 Nos,0.150,-47.550
1597,NABIL MIXNUT CASHEW ALMOND,11800,9501025322418,UNAVAILABLE,UNAVAILABLE,-49 Nos,0.210,-10.290
1598,MAI DUBAI  WATER 500ML 24PCS,6297000611365,6297000611365,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.500,-1.500
1599,NABIL MIXNUT CASHEW PISTA,11929,9501025612410,UNAVAILABLE,UNAVAILABLE,-52 Nos,0.210,-10.920
1600,AT311 SMX DISP,11670,752754002129,UNAVAILABLE,UNAVAILABLE,-13 Nos,1.500,-19.500
1601,FRENCH CHEESE,11467,6281036110602,UNAVAILABLE,UNAVAILABLE,-602 Nos,0.075,-45.150
1602,CLEAR SHAMPOO HF DEFENSE 200,11472,6281006438484,UNAVAILABLE,UNAVAILABLE,-9 Nos,1.300,-11.700
1603,AL MUDHISH CORN CON 15GM,11494,9501033112223,UNAVAILABLE,UNAVAILABLE,-13 Nos,0.075,-0.975
1604,AL RAWABI JUICE 200ML,11332,6291030100073,UNAVAILABLE,UNAVAILABLE,-131 Nos,0.175,-22.925
1605,LOACKER CHOCLATE 220G,40117,8000380004966,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.800,-10.800
1606,PARLE KRACK JACK 75GM,11255,8901719103032,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.200,-1.400
1607,PARTY CAKE SWITZ 260,11259,6281123053201,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.700,-10.500
1608,NIVEA DEO B/W W 150 ML,26706,4005900034816,UNAVAILABLE,UNAVAILABLE,-25 Nos,1.700,-42.500
1609,SALAD BAG 15X24,25627,9501100015228,UNAVAILABLE,UNAVAILABLE,"-2,430 Nos",0.075,-182.250
1610,LUNA MILK CHOLESTROL FREE,25111,6281020318939,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.400,-2.000
1611,SWITZ MOUNTAIN CAKE,25263,6281123034194,UNAVAILABLE,UNAVAILABLE,-589 Nos,0.150,-88.350
1612,TIF BUTTER COOKIES 450GM,25266,6291003006678,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.500,-4.500
1613,ANCHOR ADULT FLEXI CARE,25454,5060058530213,UNAVAILABLE,UNAVAILABLE,-52 Nos,0.500,-26.000
1614,SOAP BOX LOFEXI,25273,6296901946187,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.000,0.000
1615,N 95 MASK,25124,123456789012,UNAVAILABLE,UNAVAILABLE,-80 Nos,1.500,-120.000
1616,ENCHANTUER LTN CHARMING 250ML,25418,8888202000682,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.300,-1.300
1617,JABAL AKDHAR WATER 1.5L,34885,9501071050402,UNAVAILABLE,UNAVAILABLE,-846 Nos,0.200,-169.200
1618,KINDER CHOC T-4          8X20,32483,80177609,UNAVAILABLE,UNAVAILABLE,-746 Nos,0.450,-335.700
1619,FOX LOLLY POP,41646,8681480314041,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.100,-1.400
1620,ICE CUBE,40615,.,UNAVAILABLE,UNAVAILABLE,-30 Nos,0.500,-15.000
1621,ATTYABPOUND CAKE STRWEBERRY,40623,9501100308658,UNAVAILABLE,UNAVAILABLE,-97 Nos,0.200,-19.400
1622,POUND CAKE WITH FRIUT,40624,9501100308689,UNAVAILABLE,UNAVAILABLE,-37 Nos,0.200,-7.400
1623,POUND CAKE VANILA CREAM,40625,9501100308627,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.200,-3.000
1624,BIDIYAH O EGGS 6 PS,40628,6297000689067,UNAVAILABLE,UNAVAILABLE,-124 Nos,0.650,-80.600
1625,ALMRAI FRESH LABAN LOW F 180ML,34778,6281007023504,UNAVAILABLE,UNAVAILABLE,-8 Nos,0.200,-1.600
1626,SABAHO FRUIT SLICE 90G,40640,6281123034293,UNAVAILABLE,UNAVAILABLE,-755 Nos,0.250,-188.750
1627,SABAHO BUTTER SLICE 90G,40641,6281123034279,UNAVAILABLE,UNAVAILABLE,-807 Nos,0.250,-201.750
1628,SOHAR CHIPS 15GM,18555,9501100014627,UNAVAILABLE,UNAVAILABLE,"-2,878 Nos",0.075,-215.850
1629,SWITZ CUP CAKE BAN 25,21829,6281123033098,UNAVAILABLE,UNAVAILABLE,"-2,017 Nos",0.100,-201.700
1630,MARLBRO RED,40683,6294003802011,UNAVAILABLE,UNAVAILABLE,-65 Nos,2.500,-162.500
1631,CHOCO PEANUT BUTTER,41564,6210070010210,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.250,-1.250
1632,AL KHAMAYIL JEERA LABAN,15762,6291100823512,UNAVAILABLE,UNAVAILABLE,-432 Nos,0.175,-75.600
1633,STARBUCKSCAPPUCCINO 220 ML,40437,5711953024252,UNAVAILABLE,UNAVAILABLE,-13 Nos,1.300,-16.900
1634,AL MARAI   ZABADI FF 170G 3117,23007,6281007040655,UNAVAILABLE,UNAVAILABLE,"-4,424 Nos",0.200,-884.800
1635,AL MARAI MILK LOW 200ML,37747,6281007032575,UNAVAILABLE,UNAVAILABLE,-91 Nos,0.200,-18.200
1636,STARBUCKS MOCHA CHOCLATE 250ML,40504,5711953026096,UNAVAILABLE,UNAVAILABLE,-104 Nos,1.365,-141.960
1637,WHITE JAR CHEESE,356363636363636363253,4273333356378,UNAVAILABLE,UNAVAILABLE,-210 Nos,0.700,-147.000
1638,ORONAMIN C DRNIK 120ML,24317,4987035481911,UNAVAILABLE,UNAVAILABLE,"-4,606 Nos",0.700,"-3,224.200"
1639,AQUA FRSH TB FLEX B. PHASE 3 SGL,25402,018653005792,UNAVAILABLE,UNAVAILABLE,-8 Nos,1.150,-9.200
1640,DUREX PLAY STRAWBERRY 50ML,41526,6295120046180,UNAVAILABLE,UNAVAILABLE,-96 Nos,3.200,-307.200
1641,ATYAB BUNS 4 S,34387,9501100305169,UNAVAILABLE,UNAVAILABLE,-29 Nos,0.200,-5.800
1642,DAHABI MADEIRACAKE 57 G,40939,9501100307347,UNAVAILABLE,UNAVAILABLE,-819 Nos,0.200,-163.800
1643,GALAXYSMOOTH MILK 36 G,40946,6221134004922,UNAVAILABLE,UNAVAILABLE,"-1,655 Nos",0.450,-744.750
1644,EVERVESS TONIC 300ML,34771,012000806711,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.250,-5.750
1645,SAHARA CAR,41627,9786528469550,UNAVAILABLE,UNAVAILABLE,-10 Nos,1.000,-10.000
1646,DEW 250ML,38251,012000045271,UNAVAILABLE,UNAVAILABLE,"-1,677 Nos",0.300,-503.100
1647,BAKE ONE CROSSON,41657,9501100803511,UNAVAILABLE,UNAVAILABLE,-210 Nos,0.150,-31.500
1648,NAIL POLISH NEW,41658,8933533355335,UNAVAILABLE,UNAVAILABLE,-40 Nos,0.400,-16.000
1649,AL MARAI FRESH JUICE BERRY  200ML 7328,23109,6281007728379,UNAVAILABLE,UNAVAILABLE,-517 Nos,0.200,-103.400
1650,COCA COLA LIGHT 330ML,31628,5449000050205,UNAVAILABLE,UNAVAILABLE,"-1,166 Nos",0.300,-349.800
1651,ATYAB CUP CAKE,38259,9501100306722,UNAVAILABLE,UNAVAILABLE,"-1,923 Nos",0.200,-384.600
1652,MAZOON MIX BERRY 300ML,41659,6073000052007,UNAVAILABLE,UNAVAILABLE,-13 Nos,0.325,-4.225
1653,MAZOON ROSE MILK 200ML,41759,6073000052427,UNAVAILABLE,UNAVAILABLE,-34 Nos,0.200,-6.800
1654,SCHWEPPES SODA 300ML,20807,5449000060297,UNAVAILABLE,UNAVAILABLE,"-2,743 Nos",0.250,-685.750
1655,BARBICAN PINEAPPLE NRB,10251,6281034902650,UNAVAILABLE,UNAVAILABLE,-501 Nos,0.500,-250.500
1656,KINDER BUENO WHITE,11232,80761761,UNAVAILABLE,UNAVAILABLE,-26 Nos,0.400,-10.400
1657,POWER ENERGY,38209,846656015872,UNAVAILABLE,UNAVAILABLE,-62 Nos,0.300,-18.600
1658,CROISANT COCOA CREAM 8916,15884,6281183000023,UNAVAILABLE,UNAVAILABLE,"-3,326 Nos",0.225,-748.350
1659,APPLE JUICE 300ML 100%,36811,6281007029674,UNAVAILABLE,UNAVAILABLE,-80 Nos,0.250,-20.000
1660,NESTLE CONE STW,39431,6221007083160,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.200,-0.600
1661,POCARI SWEAT 330,34263,8997035600133,UNAVAILABLE,UNAVAILABLE,"-2,224 Nos",0.500,"-1,112.000"
1662,OPTI TECT GLOVES100PCS,41660,6902860346301,UNAVAILABLE,UNAVAILABLE,-16 Nos,1.600,-25.600
1663,NUTELLA  B READY,39372,8000500224281,UNAVAILABLE,UNAVAILABLE,-137 Nos,0.250,-34.250
1664,AL KHAMAYIL LABAN UP BOTTLE,10370,6291100820054,UNAVAILABLE,UNAVAILABLE,-303 Nos,0.175,-53.025
1665,CADBERRY CRUNCHY BLAST,41220,5010693601243,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.800,-12.000
1666,BOOM ENERGY DRINK 250ML,38853,6281103690105,UNAVAILABLE,UNAVAILABLE,-285 Nos,0.650,-185.250
1667,ENCHANTEUR LOTION ALLUR 250ML,20823,8888202026828,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.300,-2.600
1668,SIGNAL CAVITY FIGHTER,22757,6281006412767,UNAVAILABLE,UNAVAILABLE,-72 Nos,0.500,-36.000
1669,BON 20PCS,41221,6297000012513,UNAVAILABLE,UNAVAILABLE,-210 Nos,0.700,-147.000
1670,EUROCAKEROLL 50 GM,40857,6291100602407,UNAVAILABLE,UNAVAILABLE,-65 Nos,0.150,-9.750
1671,SOURPUK 20 G,40858,8850632605904,UNAVAILABLE,UNAVAILABLE,-252 Nos,0.100,-25.200
1672,SOURPUNK APPLE 20 G,40859,8850632605928,UNAVAILABLE,UNAVAILABLE,-310 Nos,0.100,-31.000
1673,AL MARAI SUPER GRAPERS -BERRIES 250 ML,40864,6281007050999,UNAVAILABLE,UNAVAILABLE,-45 Nos,0.550,-24.750
1674,AL MARAI SUPER PINAPLE 250 ML,40863,6281007051101,UNAVAILABLE,UNAVAILABLE,-108 Nos,0.700,-75.600
1675,MARAISUPER 100 JU250 ML,40820,6281007050982,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.600,-25.200
1676,GALAXGHAZELNUT 36 G,40867,6221134004953,UNAVAILABLE,UNAVAILABLE,-998 Nos,0.450,-449.100
1677,BE KINF ENERGY DRINK250ML,41462,5904035396709,UNAVAILABLE,UNAVAILABLE,-179 Nos,0.500,-89.500
1678,OREO ORINGIAL 14+2 FREE,40898,7622210642554,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.600,-8.000
1679,BATOOK CHEWING GUM REG. CARDAMAM,19150,796648107156,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.100,-1.200
1680,7 DAYSDOU STR 90 G,40888,6281007055703,UNAVAILABLE,UNAVAILABLE,-151 Nos,0.425,-64.175
1681,7 DAYS DOU COCO W 90 G,40889,6281007055697,UNAVAILABLE,UNAVAILABLE,-105 Nos,0.425,-44.625
1682,BATOOK CHEWING GUM REG. STRAWBERRY,28092,796648101154,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.100,-1.500
1683,INDOMIE CUP NOODLE CHICKEN,30337,089686122015,UNAVAILABLE,UNAVAILABLE,-490 Nos,0.400,-196.000
1684,EXATICA ORGNIC AIR FRESHENER,40901,784978172036,UNAVAILABLE,UNAVAILABLE,-69 Nos,1.300,-89.700
1685,AREON SMAILE,40573,3800034958042,UNAVAILABLE,UNAVAILABLE,-18 Nos,0.500,-9.000
1686,ZAIN 140 PULLS 2 PLY,40914,6291105110167,UNAVAILABLE,UNAVAILABLE,-173 Nos,0.300,-51.900
1687,BATOOK BANANA CHEWINGUM,28435,796648102151,UNAVAILABLE,UNAVAILABLE,-16 Nos,0.100,-1.600
