Product name,Total stock value ,In Stock,Sold,Damaged,Return to supplier ,Warehouse returns ,Revoked ,Missing ,Expired 
party,0.00,0.00,1.00,,,,,0.00,0.00
party,2.40,2.00,,,,,,,0.00
party,2.00,2.00,1.00,,,,,0.00,0.00
party,0.00,0.00,1.00,,,,,0.00,0.00
patato crackers  tomato flavour,0.30,2.00,,,,,,,0.00
PD Adapter 65W,7.60,2.00,,,,,,,0.00
PD+QC3.0,2.70,3.00,8.00,,,,,0.00,0.00
peach,1.50,3.00,3.00,,,,,0.00,0.00
peack pack cup,0.00,0.00,1.00,,,,,1.00,0.00
Peanut ball,0.00,0.00,4.00,,,,,,0.00
Peanut butter,0.00,0.00,,,,,,,3.00
peanut Butter chocolate 340gm,0.00,0.00,2.00,,,,,0.00,1.00
peanut KETCHUP,0.00,0.00,122.00,,,,,67.00,0.00
Peanut sesame candy,0.00,0.00,1.00,0.00,,,,0.00,0.00
peanuts,0.00,0.00,2.00,,,,,0.00,0.00
peanuts,2.20,2.00,,,,,,,0.00
peanuts 24 pc فول سوداني بست,0.00,0.00,2.00,,,,,1.00,0.00
pearal snacks,0.69,14.00,486.00,,,,,0.00,0.00
pearl Max,1.80,1.00,,,,,,,0.00
Pearl max 3,1.20,1.00,1.00,,,,,,0.00
pearl woman,8.50,4.00,,,,,,,0.00
pears shop Oil&Glow 125G,0.00,0.00,4.00,,,,,0.00,0.00
Pears soft and fresh 125g,0.00,0.00,,,,,,,0.00
Pears sope 75g,2.00,10.00,12.00,,,,,0.00,0.00
Pears yellow125 g,8.05,23.00,,,,,,,0.00
PEEL OFF Gold mask Snail,1.00,1.00,,,,,,,0.00
Peeler,0.00,0.00,1.00,,,,,0.00,0.00
Pen,0.00,0.00,11.00,,,,,11.00,0.00
pen,0.00,0.00,58.00,,,,,46.00,0.00
pen,0.00,0.00,12.00,,,,,6.00,0.00
pen,0.45,9.00,3.00,,,,,,0.00
pen,0.45,9.00,3.00,,,,,0.00,0.00
pen drive,3.00,1.00,1.00,,,,,0.00,0.00
pepins,0.30,3.00,,,,,,,0.00
PEPSI 1LITER,0.00,0.00,,,,,,,0.00
PEPSI 1LITER,4.80,12.00,,,,,,,0.00
Pepsi 250,4.95,22.00,2.00,,,,,0.00,0.00
Pepsi 330 ml,9.90,44.00,4.00,,,,,0.00,0.00
Pepsi bottle 250 ml,0.00,0.00,,,,,,,0.00
Pepsi..diet..330ml,0.00,0.00,1.00,,,,,1.00,0.00
Pepsodent  hearbal 190g,13.65,21.00,,,,,,,0.00
Pepsodent cavity ptotection  190gمعجون بيسو دنت,0.00,0.00,3.00,,,,,3.00,0.00
pepsodent charcoal white 190g,7.15,11.00,2.00,,,,,0.00,0.00
pepsodent tooth brush,3.00,5.00,,,,,,,0.00
pepsodent150g,2.80,4.00,,,,,,,0.00
perchute advanced oil,0.00,0.00,8.00,,,,,11.00,0.00
perfume,23.00,10.00,2.00,,,,,0.00,0.00
perfume,4.80,12.00,,,,,,,0.00
perfume,4.00,2.00,1.00,,,,,0.00,0.00
perfume,5.00,5.00,,,,,,,0.00
peri per,0.00,0.00,86.00,,,,,85.00,0.00
peri peri,0.00,0.00,1.00,,,,,0.00,0.00
permanent marker,13.25,53.00,6.00,,,,,0.00,0.00
pert plus,0.75,1.00,5.00,,,,,0.00,0.00
PERT PLUS,4.00,5.00,1.00,,,,,0.00,0.00
pert plus,3.20,4.00,3.00,,,,,0.00,0.00
pert plus Anti hair fall shampoo400 ml,2.00,2.00,1.00,,,,,0.00,0.00
pert shampoo coconut& lemons 400 ml,1.00,1.00,2.00,,,,,0.00,0.00
pert shampoo Deep nourishment 400 ml,3.00,3.00,,,,,,0.00,0.00
perti shsmbo 400 mig,3.00,3.00,,,,,,0.00,0.00
Pex H/wash 500ml ( Lavender),0.00,0.00,4.00,,,,,0.00,0.00
Pex H/wash 500ml ( Rose ),2.00,5.00,,,,,,,0.00
Pex H/wash 500ml (coconut),0.80,2.00,3.00,,,,,0.00,0.00
Pex H/wash 500ml (jasmine),0.00,0.00,5.00,,,,,0.00,0.00
Pex H/wash 500ml (Lemon),0.80,2.00,,,,,,,0.00
philips,0.95,1.00,3.00,,,,,0.00,0.00
PHONE CHARGER,0.00,0.00,,,,,,,0.00
pillow cover,1.60,2.00,,,,,,,0.00
pinaple sliced pineapple,1.50,3.00,3.00,,,,,0.00,0.00
pineapple juice,1.80,18.00,62.00,,,,,10.00,0.00
pineapple slices,0.00,0.00,3.00,,,,,0.00,0.00
pineapple.slices420g,0.00,0.00,7.00,,,,,1.00,0.00
pineapples and orange200ml,0.14,1.00,90.00,,,,,0.00,0.00
pingles sour cream شيبسى علب صغيرة,7.50,30.00,60.00,,,,,0.00,0.00
Pip Pap 400.,15.00,15.00,9.00,,,,,0.00,0.00
pipetape,4.00,20.00,26.00,,,,,0.00,0.00
pistha,31.00,10.00,,,,,,,0.00
pistha,0.20,2.00,56.00,,,,,0.00,0.00
Pizza puff lusine,0.00,0.00,,,,,,,0.00
plain bread crumbs,2.40,4.00,,,,,,,0.00
plait,1.20,8.00,,,,,,,0.00
plaite,0.60,3.00,2.00,,,,,0.00,0.00
plastic bags,0.00,0.00,5.00,,,,,5.00,0.00
plastic bit.  20 Ltd,21.60,12.00,,,,,,,0.00
plastic chair,14.40,3.00,,,,,,,0.00
plastic Container,8.70,6.00,,,,,,,0.00
PLASTIC CUPS 50P,5.85,39.00,73.00,,,,,0.00,0.00
plastic glass set,2.40,3.00,3.00,,,,,0.00,0.00
Plastic Playing Cards,8.40,21.00,3.00,,,,,0.00,0.00
plastic walve,1.80,6.00,,,,,,,0.00
plastics,9.00,9.00,1.00,,,,,0.00,0.00
Platinum Bresh,2.40,6.00,4.00,,,,,0.00,0.00
Plax,4.50,3.00,1.00,,,,,0.00,0.00
PLAYER 200MM,4.80,6.00,,,,,,,0.00
playing card,3.00,5.00,1.00,,,,,0.00,0.00
plug,0.60,3.00,9.00,,,,,0.00,0.00
Pocari Sweat 330ml,2.56,7.00,137.00,,,,,0.00,0.00
pockets bovieszib,42.00,21.00,14.00,,,,,0.00,0.00
pofak  ckn,0.88,22.00,,,,,,,0.00
pofak crispy corn curls,0.00,0.00,197.00,,,,,4.00,0.00
pointgun,4.55,13.00,23.00,,,,,0.00,0.00
polish liqued,0.00,0.00,8.00,,,,,8.00,0.00
Pomegranate Sauce,1.15,1.00,,,,,,,0.00
Pomegranate sauce,0.00,0.00,,,,,,,0.00
pomg 1.5ltr,0.80,1.00,,,,,,1.00,0.00
ponds,2.20,2.00,,,,,,1.00,0.00
ponds,5.00,5.00,1.00,,,,,0.00,0.00
ponds,2.00,2.00,,,,,,0.00,0.00
ponds,1.10,1.00,1.00,,,,,0.00,0.00
ponds,2.20,2.00,,,,,,0.00,0.00
ponds,1.10,1.00,2.00,,,,,0.00,0.00
Pons Blended Oil,1.60,2.00,,,,,,,0.00
pop corn,1.20,6.00,1.00,,,,,0.00,0.00
pop corn can,1.00,5.00,,,,,,,0.00
pop up control,0.00,0.00,3.00,,,,,0.00,0.00
popcorn 20g,0.00,0.00,1.00,,,,,,0.00
Poppins Choco Bits 375g,1.00,1.00,,,,,,1.00,0.00
pops,0.80,8.00,3.00,,,,,0.00,0.00
portable stove,9.00,3.00,1.00,,,,,0.00,0.00
portable stow,0.00,0.00,1.00,,,,,0.00,0.00
posture cane,6.00,2.00,,,,,,0.00,0.00
Potato,4.00,16.00,,,,,,,0.00
Potato Chips,0.00,0.00,33.00,,,,,21.00,0.00
Potato Chips,0.20,1.00,15.00,,,,,0.00,0.00
potato crackers barbecue flavor,0.00,0.00,,,,,,,0.00
potato crackers cheese,0.45,3.00,,,,,,,0.00
potato ripple cruuch,0.00,0.00,15.00,,,,,0.00,0.00
pour home,2.40,3.00,,,,,,,0.00
power break,0.59,15.00,82.00,,,,,0.00,0.00
Power Drink 250ml,0.00,0.00,,,,,,,0.00
power hores,42.00,60.00,,,,,,,0.00
Power Horse 250ml,6.00,12.00,48.00,,,,,0.00,0.00
Power Sockets,6.00,3.00,,,,,,,0.00
power source,0.00,0.00,,,,,,,0.00
pran  Litchi بران شراب بنكهة الليتشى,1.80,18.00,,,,,,,0.00
pran Bombay mix saltani 70g,0.00,0.00,98.00,,,,,2.00,0.00
pran chanachaur,0.16,4.00,,,,,,,0.00
pran chanachur 150 g,0.00,0.00,53.00,,,,,0.00,0.00
pran chicken masala 150 g,0.30,1.00,4.00,,,,,0.00,0.00
pran chilli 150 g,0.70,2.00,2.00,,,,,0.00,0.00
pran chilli 200g,2.50,5.00,1.00,,,,,0.00,0.00
pran chilli pickle,4.00,5.00,,,,,,,0.00
pran chips,0.25,5.00,166.00,,,,,0.00,0.00
pran choice biscuit 90g,0.00,0.00,,,,,,86.00,0.00
Pran Coconut cookies biscuit,8.13,65.00,17.00,,,,,0.00,0.00
Pran coconut water,14.63,39.00,,,,,,,0.00
pran Coconut Water 300ml,0.00,0.00,16.00,,,,,16.00,0.00
pran Cookies biscuit,0.00,0.00,1.00,,,,,1.00,0.00
pran cooking oil 1.5,18.20,13.00,17.00,,,,,0.00,0.00
pran coriander,0.90,3.00,,,,,,,0.00
pran curry powder  200g,1.00,2.00,1.00,,,,,0.00,0.00
pran curry powder 150g,0.00,0.00,,,,,,,0.00
Pran dal 30gدال عدس مقلى,0.72,18.00,,,,,,,0.00
Pran delight tea  rusk,0.00,0.00,7.00,,,,,,0.00
pran dry cake rusk,0.00,0.00,,,,,,,0.00
pran fish biriyani,0.90,3.00,2.00,,,,,0.00,0.00
pran fish masala 150 g,0.80,2.00,2.00,,,,,0.00,0.00
Pran Fresh rusk biscuits,0.97,2.00,3.00,,,,,0.00,0.00
Pran Frooto Mango Juice 1litter,3.30,6.00,,,,,,0.00,0.00
pran garlic pickle,8.00,10.00,1.00,,,,,0.00,0.00
pran garlic rusk,2.30,6.00,1.00,,,,,0.00,0.00
pran Jeer biscuit 80g,0.50,5.00,32.00,,,,,0.00,0.00
PRAN Jhal Muri 40g,0.00,0.00,51.00,,,,,15.00,0.00
Pran jhal muri 50g,0.66,8.00,,,,,,,0.00
pran lingrice,8.00,4.00,,,,,,,0.00
Pran mango pickle,1.00,2.00,2.00,,,,,0.00,0.00
pran meat masala 150g,1.20,4.00,3.00,,,,,0.00,0.00
pran meat masala 200g,6.00,10.00,,,,,,,0.00
Pran milk powder,2.10,1.00,,,,,,,0.00
Pran milk rusk,0.00,0.00,7.00,,,,,1.00,0.00
Pran mixed pickle,0.00,0.00,2.00,,,,,2.00,0.00
Pran Mustard oil (200ml),0.00,0.00,8.00,,,,,0.00,0.00
pran Olive pickle,1.00,2.00,2.00,,,,,0.00,0.00
pran peanut biscuit,0.00,0.00,23.00,,,,,23.00,0.00
Pran Peanut cookies biscuit,0.00,0.00,9.00,,,,,0.00,0.00
pran potata spicy biscuit 50g,1.44,18.00,11.00,,,,,0.00,0.00
Pran Potato Flavored Biscuit,1.40,14.00,,,,,,,0.00
pran potato flavour biscuit,0.00,0.00,,,,,,,0.00
Pran rusk cardamom,3.15,9.00,5.00,,,,,0.00,0.00
pran rusk toast,6.60,12.00,4.00,,,,,0.00,0.00
pran salatani 300g,0.70,2.00,6.00,,,,,0.00,0.00
pran skipjack tuna,0.00,0.00,21.00,,,,,0.00,0.00
pran soft toast,2.70,7.00,5.00,,,,,0.00,0.00
pran thamarind,7.20,48.00,,,,,,0.00,0.00
pran tissue outr,1.76,8.00,,,,,,,0.00
pran turmeric 150g,0.35,1.00,1.00,,,,,0.00,0.00
pran turmeric powder 250g,2.75,5.00,1.00,,,,,0.00,0.00
Pran vanilla cookies,4.00,32.00,35.00,,,,,0.00,0.00
pran vermicelli,0.90,9.00,,,,,,,0.00
PRAYER KIT,1.60,2.00,,,,,,0.00,0.00
prestige,10.00,4.00,1.00,,,,,0.00,0.00
pretty Cowry Aloe vera,3.00,3.00,1.00,,,,,0.00,0.00
Pretty Cowry Collagen,6.00,6.00,,,,,,,0.00
Pretty cowry Gold collagen,2.00,2.00,,,,,,3.00,0.00
Pringles Barbeque,0.00,0.00,31.00,,,,,0.00,0.00
Pringles Barbeque,30.10,43.00,9.00,,,,,0.00,0.00
Pringles BBQ 165G,10.20,17.00,,,,,,,0.00
Pringles hot & spicy 165g,4.80,6.00,51.00,,,,,0.00,0.00
pringles Hot and spicy,6.00,10.00,,,,,,,0.00
Pringles hot and spicy 40g,0.25,1.00,76.00,,,,,0.00,0.00
Pringles ketchup 165g,6.60,11.00,1.00,,,,,0.00,0.00
pringles original 165g,7.00,10.00,20.00,,,,,0.00,0.00
pringles sal & vinegar 165 gm,1.80,3.00,1.00,,,,,0.00,0.00
Pringles small chips read 40G,19.50,78.00,95.00,,,,,0.00,0.00
Pringles sour cream and onion 165 gm,7.20,12.00,9.00,,,,,0.00,0.00
pringllescheese,3.20,4.00,1.00,,,,,0.00,0.00
pro200,14.00,4.00,,,,,,,0.00
Puck Cheese 140 grm,5.78,11.00,34.00,,,,,0.00,0.00
puck cheese 910g,13.80,6.00,,,,,,,0.00
puck cheese cream 500g,1.40,1.00,,,,,,0.00,0.00
Puck Cheese500g,1.40,1.00,34.00,,,,,0.00,0.00
Puck cooking cream 200ml,1.57,2.00,3.00,,,,,0.00,0.00
puck cream,4.20,3.00,,,,,,,0.00
puck cream,3.50,10.00,3.00,,,,,0.00,0.00
puck cream hony,1.00,5.00,10.00,,,,,0.00,0.00
puck labneh 180g,0.58,1.00,,,,,,,0.00
Puck strawberry,0.40,2.00,,,,,,,0.00
puffed rice200gm,0.60,3.00,5.00,,,,,0.00,0.00
Pure Honey,1.80,3.00,,,,,,,0.00
Pure Musk Deo,18.60,31.00,5.00,,,,,0.00,0.00
push up bars,6.00,2.00,,,,,,0.00,0.00
pyary pappaya Soap,43.50,145.00,57.00,,,,,0.00,0.00
pyary turmeric soap,14.40,72.00,104.00,,,,,0.00,0.00
QAAED,5.40,9.00,3.00,,,,,0.00,0.00
Qais .Barber scissors,3.20,2.00,1.00,,,,,0.00,0.00
Qais Scissors,0.00,0.00,6.00,,,,,0.00,0.00
Quaker White Oats,1.65,3.00,1.00,,,,,0.00,0.00
quanta,4.20,24.00,,,,,,,0.00
Quanta,0.50,2.00,26.00,,,,,0.00,0.00
Quanta,6.00,24.00,,,,,,,0.00
quanta almond icecream,5.00,20.00,88.00,,,,,0.00,0.00
quanta cone,12.60,63.00,358.00,,,,,0.00,0.00
Quanta Mini Snacking Mix,2.50,5.00,,,,,,0.00,0.00
Quick car charger,5.00,2.00,1.00,,,,,0.00,0.00
Quick Glue,1.10,1.00,2.00,,,,,0.00,0.00
Quran speeker,13.60,2.00,,,,,,,0.00
R.Vihan trimmer,21.90,3.00,,,,,,,0.00
Radian MSG 40G,9.70,12.00,9.00,,,,,0.00,0.00
Rahma,0.00,0.00,3.00,,,,,0.00,0.00
Rahma Extra virgin,0.00,0.00,,,,,,,0.00
Rainbow condensed milk,0.00,0.00,6.00,,,,,5.00,0.00
Rainbow milk 160ml,8.40,84.00,,,,,,,0.00
Rainbow milk160ml,26.19,97.00,97.00,,,,,0.00,0.00
rainbowcreem,0.00,0.00,12.00,,,,,4.00,0.00
RAMZ LATTAFA,3.60,6.00,6.00,,,,,0.00,0.00
Rani cocktail 1.5ltr,0.73,1.00,8.00,,,,,0.00,0.00
Rani float,0.70,7.00,47.00,,,,,0.00,0.00
Rani float,0.00,0.00,52.00,,,,,5.00,0.00
rani mango 1.5ltr,0.73,1.00,9.00,,,,,0.00,0.00
rani orang fruit drink,0.50,1.00,8.00,,,,,0.00,0.00
rasna,0.00,0.00,2.00,,,,,0.00,0.00
Rasna Glucose.D400,0.80,1.00,3.00,,,,,0.00,0.00
Rasna Mango,1.00,1.00,1.00,,,,,4.00,0.00
Rasna Mango,5.10,3.00,,,,,0.00,3.00,0.00
Rasna Orange,3.40,2.00,1.00,,,,,3.00,0.00
Rasna Pineapple,3.40,2.00,1.00,,,,,3.00,0.00
Razor,1.60,1.00,,,,,,,0.00
Razors For men,2.40,2.00,3.00,,,,,0.00,0.00
RB707El,5.40,3.00,,,,,,0.00,0.00
Rb709el,2.50,1.00,,,,,,0.00,0.00
reading glass,38.00,19.00,5.00,,,,,0.00,0.00
Realms T117,39.60,22.00,6.00,,,,,0.00,0.00
Red Bull 250ml,19.80,22.00,70.00,,,,,0.00,0.00
Red Bull energy drink 250 ml,0.90,1.00,130.00,,,,,0.00,0.00
red chowry,5.60,8.00,2.00,,,,,0.00,0.00
Red code 250 ml,1.40,4.00,27.00,,,,,0.00,0.00
Red kidney beans,0.30,1.00,,,,,,,1.00
Red label,9.00,9.00,3.00,,,,,0.00,0.00
Red Label 400g,3.30,3.00,,,,,,,0.00
red label tea,11.70,9.00,,,,,,0.00,0.00
red label tea bag 100Bgs,3.60,3.00,,,,,,,0.00
Red Label tea bag100bag,6.50,5.00,,,,,,,0.00
RED TRI,0.00,0.00,4.00,,,,,1.00,0.00
redrose doha,0.00,0.00,63.00,,,,,32.00,0.00
redy to salt,0.00,0.00,2.00,,,,,2.00,0.00
reef watar,4.00,50.00,1205.00,,,,,0.00,0.00
RELAX BALM,0.00,0.00,9.00,,,,,0.00,0.00
Relax menthol oil,0.20,1.00,,,,,,0.00,0.00
Relish .cookise,0.00,0.00,,,,,,,0.00
Relish cashew almond cookies 85gm,1.58,9.00,5.00,,,,,0.00,0.00
Relish Cookies,0.00,0.00,18.00,,,,,18.00,0.00
Remax car,2.80,2.00,,,,,,,0.00
renna,0.45,1.00,,,,,,,0.00
renna1riyal,97.50,100.00,,,,,,,0.00
resk,0.00,0.00,5.00,,,,,0.00,0.00
resk green,1.50,3.00,3.00,,,,,0.00,0.00
Retaj Tamarind,4.20,28.00,16.00,,,,,0.00,0.00
Rexcona,0.00,0.00,5.00,,,,,0.00,0.00
Rexona,1.20,1.00,6.00,,,,,0.00,0.00
Rexona,0.00,0.00,6.00,,,,,0.00,0.00
rexona aloe Veda scent,0.00,0.00,3.00,,,,,0.00,0.00
rexona invisible,1.30,1.00,3.00,,,,,0.00,0.00
rexona man,0.00,0.00,12.00,,,,,0.00,0.00
Rexona...motionsense 150ml,1.10,1.00,,,,,,,0.00
Rexona...motionsense 48h 150ml,0.00,0.00,,,,,,,0.00
RHT banana Chip,0.00,0.00,15.00,,,,,0.00,0.00
RHT top ten sweet,3.12,78.00,766.00,,,,,0.00,0.00
rice,5.63,3.00,1.00,,,,,0.00,0.00
rice cracker six r,0.00,0.00,5.00,,,,,5.00,0.00
Rice flakeswhite250gm,1.20,6.00,,,,,,,0.00
rice jasmin,7.60,4.00,,,,,,,0.00
rice spoon,0.35,1.00,1.00,,,,,0.00,0.00
Rice Sticks,1.20,2.00,,,,,,,0.00
Rice(2.5),1.20,1.00,,,,,,,0.00
richer creamier,2.56,64.00,13.00,,,,,0.00,0.00
richoos aluminum foil,3.30,3.00,2.00,,,,,0.00,0.00
richoos fork,0.50,2.00,5.00,,,,,0.00,0.00
ringo,1.10,1.00,2.00,,,,,0.00,0.00
Ringo potato,2.30,47.00,605.00,,,,,0.00,0.00
RINGS MEN,66.50,133.00,6.00,,,,,0.00,0.00
Rio display book,4.80,6.00,0.00,,,,,,0.00
RIPE JACKFRUIT CHIPS,1.69,2.00,1.00,,,,,0.00,0.00
ripples chips,0.20,1.00,10.00,,,,,0.00,0.00
riversong,15.00,3.00,,,,,,,0.00
Rkg ghee 100ml,4.90,7.00,9.00,,,,,0.00,0.00
Roasted Rice crackers 250gm,0.70,1.00,,,,,,,0.00
rob Fetal yougert 170g,0.55,3.00,1.00,,,,,0.00,0.00
robust,1.35,9.00,,,,,,,0.00
Robust AAbattery,3.45,23.00,,,,,,,0.00
roce&romence,7.50,5.00,1.00,,,,,0.00,0.00
rohufish,2.40,3.00,3.00,,,,,,0.00
Roller Boxer,5.40,3.00,4.00,,,,,0.00,0.00
Rooh afza,5.20,4.00,1.00,,,,,0.00,0.00
rookspry,0.70,1.00,,,,,,,0.00
room spray,0.50,1.00,36.00,,,,,0.00,0.00
roomru,0.70,1.00,,,,,,,0.00
roomspry,0.00,0.00,1.00,,,,,0.00,0.00
roomspry,0.00,0.00,1.00,,,,,0.00,0.00
roomspry,0.00,0.00,2.00,,,,,0.00,0.00
roomspry,0.00,0.00,1.00,,,,,0.00,0.00
roomspry,0.00,0.00,,,,,,,0.00
roomspry,16.10,23.00,,,,,,,0.00
roomspry,0.00,0.00,1.00,,,,,3.00,0.00
roomsry,0.00,0.00,3.00,,,,,2.00,0.00
Rose Bloom,5.00,5.00,,,,,,,0.00
rose watar,3.00,12.00,,,,,,0.00,0.00
rosewatar,2.25,9.00,3.00,,,,,0.00,0.00
roster six R pistha,7.50,5.00,8.00,,,,,0.00,0.00
Roudha sugar,5.25,15.00,9.00,,,,,0.00,0.00
Roudha sugar 2kg,6.75,9.00,3.00,,,,,0.00,0.00
Roxy,0.00,0.00,6.00,,,,,0.00,0.00
royal bright 710el,5.60,2.00,,,,,,0.00,0.00
Royal Cherry Jelly,1.65,11.00,,,,,,,0.00
royal mark biriyani masala,1.50,5.00,,,,,,0.00,0.00
Royal strawberry jelly,1.50,10.00,2.00,,,,,0.00,0.00
Royal Tiger Energy 250 ml,0.20,1.00,23.00,1.00,,,,0.00,0.00
Royal tissue,0.00,0.00,42.00,,,,,42.00,0.00
Royal tissue 6ps,0.00,0.00,3.00,,,,,2.00,0.00
rubberband,0.90,9.00,3.00,,,,,0.00,0.00
Ruby shaving,2.50,5.00,1.00,,,,,0.00,0.00
rusk,0.00,0.00,22.00,,,,,1.00,0.00
RUSKY BAKES 48PCS,0.15,3.00,17.00,,,,,0.00,0.00
S-3 Toppy,2.80,4.00,1.00,,,,,0.00,0.00
sa73,0.00,0.00,,,,,,,0.00
Sadia 1000g Chicken,1.00,1.00,19.00,,,,,0.00,0.00
Sadia 1100g chicken,0.00,0.00,60.00,,,,,0.00,0.00
Sadia 900g chicken,0.00,0.00,29.00,,,,,0.00,0.00
Sadia beef burger 20 pec,4.50,3.00,,,,,,0.00,0.00
Sadia nugget270g,0.00,0.00,4.00,,,,,1.00,0.00
sadikv1100,0.00,0.00,10.00,,,,,0.00,0.00
sadiya liver,1.60,4.00,2.00,,,,,,0.00
sadiya nugets,3.00,2.00,,,,,,,0.00
Safa 1 Milk,6.80,17.00,27.00,,,,,0.00,0.00
safa milk,0.00,0.00,4.00,,,,,1.00,0.00
Safa Semolina,2.50,5.00,,,,,,,0.00
saffa,22.10,17.00,1.00,,,,,0.00,0.00
Safra100cm 1*4,5.20,13.00,14.00,,,,,0.00,0.00
safwa,0.54,4.00,8.00,,,,,0.00,0.00
sahi looking oil,1.07,1.00,5.00,,,,,0.00,0.00
sakmans shoks,1.00,1.00,,,,,,,0.00
salad,0.00,0.00,355.00,,,,,0.00,0.00
Salad chips,0.10,2.00,472.00,,,,,0.00,0.00
Salad chips Family,0.00,0.00,,,,,,,0.00
Salad chips25pcs,0.00,0.00,3.00,,,,,0.00,0.00
salsabeel,0.00,0.00,,,,,,,0.00
salsabeel 500 ml,0.00,0.00,,,,,,,0.00
Salsabeel Water. .500ml,0.00,0.00,2.00,,,,,2.00,0.00
salsabeel watter,18.40,23.00,,,,,,,0.00
salsabeel.250.ml,0.00,0.00,147.00,,,,,,0.00
salt,0.15,1.00,,,,,,,0.00
salt Nizwa 1kg,1.65,11.00,13.00,,,,,0.00,0.00
Salted Mixed Nuts,12.80,4.00,,,,,,,0.00
Salted peanut,1.88,47.00,871.00,,,,,0.00,0.00
Sambar powder,1.00,2.00,1.00,,,,,0.00,0.00
Sambharam spicy leban,0.00,0.00,,,,,,,0.00
Samoon bread,0.00,0.00,414.00,,,,,3.00,0.00
Samsung Extra base S-5,0.00,0.00,,,,,,,0.00
Samsung plug,1.80,3.00,2.00,,,,,0.00,0.00
sana.1.l,7.20,6.00,1.00,,,,,0.00,0.00
sandal,24.50,35.00,24.00,,,,,0.00,0.00
Sandal face pack,3.60,3.00,,,,,,,0.00
sandalwaad,0.00,0.00,1.00,,,,,1.00,0.00
Sandisk,12.00,4.00,2.00,,,,,0.00,0.00
Sandisk 16gb,21.00,6.00,0.00,,,,,,0.00
Sandisk 32gb,1.10,1.00,1.00,,,,,0.00,0.00
Sandisk Dual Drive M3 32GB,12.00,6.00,,,,,,,0.00
sandisk16gb,10.80,6.00,,,,,,,0.00
SANDWICH PAPER,0.00,0.00,9.00,,,,,7.00,0.00
sandwich roll,4.50,9.00,9.00,,,,,0.00,0.00
Sandwich Tuna,0.00,0.00,,,,,,,0.00
sanford 1.6,10.00,2.00,,,,,,0.00,0.00
sanford 504 1.3l,4.80,1.00,,,,,,1.00,0.00
Sanford Electric Kettle,8.40,2.00,,,,,,0.00,0.00
Sanford Flask,9.00,2.00,,,,,,0.00,0.00
SANFORD GAS STOVE,7.00,1.00,,,,,,0.00,0.00
sanford gas stove,7.00,1.00,,,,,,0.00,0.00
sanford ironbox sf22d,7.50,1.00,,,,,,0.00,0.00
Sanford Trimmer,24.90,3.00,1.00,,,,,0.00,0.00
Sanford Trimmer,26.80,4.00,,,,,,,0.00
sanford vacuum flask,6.00,1.00,,,,,,0.00,0.00
sanita bag,4.40,2.00,,,,,,,0.00
Sanity. Aaa,2.10,6.00,5.00,,,,,0.00,0.00
sansodyne,359.60,232.00,1.00,,,,,0.00,0.00
sansodyne gel,7.50,5.00,1.00,,,,,0.00,0.00
sansodyne og,14.40,8.00,4.00,,,,,0.00,0.00
sansodyne total care,3.60,2.00,10.00,,,,,0.00,0.00
Santoor Soap 125 gm,0.00,0.00,,,,,,,0.00
Sapil,4.00,4.00,3.00,,,,,0.00,0.00
sapil chichiperfume,2.80,4.00,1.00,,,,,0.00,0.00
sapil Spray 150ml,1.40,2.00,2.00,,,,,0.00,0.00
Sara fillet,4.50,3.00,,,,,,,0.00
Sara snacks 15 gm,0.00,0.00,452.00,,,,,25.00,0.00
savory vanilla 28 ml,0.80,8.00,,,,,,,0.00
Scarlet,2.40,3.00,1.00,,,,,6.00,0.00
Schweppes can soda,1.40,8.00,159.00,,,,,0.00,0.00
Schweppes Tonic water,3.75,25.00,,,,,,,0.00
scissors,0.00,0.00,,,,,,,0.00
scissors,0.00,0.00,,,,,,,0.00
SCOTT TISSUE,0.00,0.00,30.00,,,,,29.00,0.00
Scott tissue,0.00,0.00,2.00,,,,,1.00,0.00
screwdriver,5.10,17.00,1.00,,,,,0.00,0.00
screwdriver assorted tools,6.30,3.00,,,,,,,0.00
SCREWDRIVER SAW SET,7.50,3.00,,,,,,,0.00
screwdriver set,2.40,4.00,2.00,,,,,0.00,0.00
scrubber,0.00,0.00,1.00,,,,,0.00,0.00
sd coffee scrub,4.00,4.00,,,,,,0.00,0.00
sd scrb waitnig,3.00,3.00,,,,,,0.00,0.00
sd scrub,1.00,1.00,,,,,,0.00,0.00
sd scrub turmeric,1.00,1.00,1.00,,,,,0.00,0.00
sd scub,3.00,3.00,,,,,,0.00,0.00
seduction,10.80,6.00,,,,,,0.00,0.00
selfy stick,8.00,4.00,1.00,,,,,0.00,0.00
Sensitive skin,0.00,0.00,1.00,,,,,0.00,0.00
Sensodyne,0.00,0.00,4.00,,,,,2.00,0.00
Sensodyne 100ml,27.30,13.00,1.00,,,,,0.00,0.00
Sensodyne Bresh,5.60,16.00,10.00,,,,,0.00,0.00
Sensodyne Extra fresh 100ml,25.20,12.00,11.00,,,,,0.00,0.00
sensodyne F 75ml,7.20,4.00,8.00,,,,,0.00,0.00
Sensodyne Herbal,5.40,3.00,,,,,,,0.00
Sensodyne Skin Gel,0.00,0.00,8.00,,,,,8.00,0.00
sensodyne.blancheur.75.ml,0.00,0.00,6.00,,,,,0.00,0.00
sensodyne.soin.gencives.75ml,10.20,6.00,2.00,,,,,0.00,0.00
